id,text
400,Payment of Rs 2038 made to Uber on 19/09/2025 via GPay
401,Rs. 1298 spent at Amazon on 20/09/2025. Avl Bal: Rs. 3197729
402,UPI/GooglePay credited Rs 11497 from Rahul on 12/09/2025
403,Rs. 2187 spent at Amazon on 07/09/2025. Avl Bal: Rs. 3207039
404,Electricity Bill Payment of Rs 573 successful via PhonePe
405,Your account credited with Rs. 3610 cashback from Flipkart
406,Rs. 2637 debited at Zomato on 19/09/2025. Bal: Rs. 3207439
407,Payment of Rs 2876 made to Uber on 03/09/2025 via GPay
408,Rs. 1285 spent at Amazon on 16/09/2025. Avl Bal: Rs. 3203278
409,POS 09/09/2025 Myntra Purchase - INR 3458. Avl Bal: Rs. 3199820
410,Rs. 2676 debited at Zomato on 23/09/2025. Bal: Rs. 3197144
411,UPI/GooglePay credited Rs 40296 from Rahul on 30/09/2025
412,Your a/c XXXXX1234 credited with INR 52077 via NEFT on 16/09/2025
413,Rs 1419 debited towards Rent Payment on 30/09/2025
414,Electricity Bill Payment of Rs 1403 successful via PhonePe
415,Rs. 716 debited at Zomato on 26/09/2025. Bal: Rs. 3285979
416,Payment of Rs 917 made to Uber on 04/09/2025 via GPay
417,Rs. 3219 spent at Amazon on 06/09/2025. Avl Bal: Rs. 3281843
418,Your account credited with Rs. 35113 cashback from Flipkart
419,POS 23/09/2025 Dominos Pizza - INR 1444. Bal: Rs. 3315512
420,Payment of Rs 3356 made to Uber on 20/09/2025 via GPay
421,UPI payment of Rs 4890 to PAYTM successful on 14/09/2025
422,Electricity Bill Payment of Rs 3989 successful via PhonePe
423,POS 20/09/2025 Myntra Purchase - INR 2086. Avl Bal: Rs. 3301191
424,POS 05/09/2025 Myntra Purchase - INR 811. Avl Bal: Rs. 3300380
425,Your salary Rs. 28609 credited to A/c XXXXX5678 on 04/09/2025
426,Rs. 2159 spent at Amazon on 22/09/2025. Avl Bal: Rs. 3326830
427,POS 12/09/2025 Dominos Pizza - INR 3970. Bal: Rs. 3322860
428,NEFT/ICIC0001234/Transfer Received of INR 21300 on 01/09/2025
429,Your salary Rs. 19464 credited to A/c XXXXX5678 on 12/09/2025
430,Rs. 4731 spent at Amazon on 28/09/2025. Avl Bal: Rs. 3358893
431,POS 05/09/2025 Dominos Pizza - INR 3691. Bal: Rs. 3355202
432,Your a/c XXXXX1234 credited with INR 12499 via NEFT on 08/09/2025
433,Rs 3993 debited towards Rent Payment on 11/09/2025
434,Your a/c XXXXX1234 credited with INR 38578 via NEFT on 09/09/2025
435,Rs. 2685 debited at Zomato on 21/09/2025. Bal: Rs. 3399601
436,Rs. 571 spent at Amazon on 18/09/2025. Avl Bal: Rs. 3399030
437,INR 549 withdrawn from ATM at HDFC Bank on 16/09/2025
438,INR 1750 withdrawn from ATM at HDFC Bank on 28/09/2025
439,Rs 1495 debited towards Rent Payment on 05/09/2025
440,POS 28/09/2025 Myntra Purchase - INR 3311. Avl Bal: Rs. 3391925
441,Your salary Rs. 19048 credited to A/c XXXXX5678 on 17/09/2025
442,Your a/c XXXXX1234 credited with INR 40350 via NEFT on 04/09/2025
443,POS 23/09/2025 Dominos Pizza - INR 4585. Bal: Rs. 3446738
444,POS 03/09/2025 Myntra Purchase - INR 2634. Avl Bal: Rs. 3444104
445,Rs. 4983 spent at Amazon on 07/09/2025. Avl Bal: Rs. 3439121
446,INR 875 withdrawn from ATM at HDFC Bank on 15/09/2025
447,UPI/GooglePay credited Rs 21908 from Rahul on 23/09/2025
448,UPI/GooglePay credited Rs 48855 from Rahul on 23/09/2025
449,UPI/GooglePay credited Rs 56502 from Rahul on 21/09/2025
450,UPI/GooglePay credited Rs 17288 from Rahul on 16/09/2025
451,Rs. 3245 spent at Amazon on 15/09/2025. Avl Bal: Rs. 3579554
452,UPI payment of Rs 3395 to PAYTM successful on 28/09/2025
453,Your account credited with Rs. 59663 cashback from Flipkart
454,UPI payment of Rs 1926 to PAYTM successful on 06/09/2025
455,UPI/GooglePay credited Rs 38837 from Rahul on 18/09/2025
456,UPI payment of Rs 4069 to PAYTM successful on 16/09/2025
457,Your salary Rs. 21633 credited to A/c XXXXX5678 on 14/09/2025
458,Rs. 4355 debited at Zomato on 15/09/2025. Bal: Rs. 3685942
459,Your salary Rs. 3603 credited to A/c XXXXX5678 on 18/09/2025
460,POS 28/09/2025 Dominos Pizza - INR 1291. Bal: Rs. 3688254
461,POS 25/09/2025 Myntra Purchase - INR 3416. Avl Bal: Rs. 3684838
462,Electricity Bill Payment of Rs 3066 successful via PhonePe
463,NEFT/ICIC0001234/Transfer Received of INR 30853 on 09/09/2025
464,Your account credited with Rs. 59569 cashback from Flipkart
465,INR 2197 withdrawn from ATM at HDFC Bank on 08/09/2025
466,POS 06/09/2025 Dominos Pizza - INR 573. Bal: Rs. 3769424
467,Electricity Bill Payment of Rs 1522 successful via PhonePe
468,Electricity Bill Payment of Rs 1900 successful via PhonePe
469,INR 4645 withdrawn from ATM at HDFC Bank on 16/09/2025
470,UPI payment of Rs 1466 to PAYTM successful on 28/09/2025
471,Electricity Bill Payment of Rs 2080 successful via PhonePe
472,Rs 4871 debited towards Rent Payment on 26/09/2025
473,Rs 4289 debited towards Rent Payment on 15/09/2025
474,Rs 1773 debited towards Rent Payment on 10/09/2025
475,Rs. 635 debited at Zomato on 22/09/2025. Bal: Rs. 3746243
476,Your salary Rs. 59682 credited to A/c XXXXX5678 on 08/09/2025
477,UPI payment of Rs 2497 to PAYTM successful on 23/09/2025
478,UPI payment of Rs 914 to PAYTM successful on 22/09/2025
479,POS 14/09/2025 Dominos Pizza - INR 1610. Bal: Rs. 3800904
480,Your salary Rs. 41780 credited to A/c XXXXX5678 on 28/09/2025
481,Payment of Rs 765 made to Uber on 25/09/2025 via GPay
482,NEFT/ICIC0001234/Transfer Received of INR 48329 on 08/09/2025
483,Electricity Bill Payment of Rs 3675 successful via PhonePe
484,NEFT/ICIC0001234/Transfer Received of INR 52837 on 14/09/2025
485,Electricity Bill Payment of Rs 1099 successful via PhonePe
486,Your account credited with Rs. 54775 cashback from Flipkart
487,INR 4210 withdrawn from ATM at HDFC Bank on 27/09/2025
488,Rs 3225 debited towards Rent Payment on 21/09/2025
489,Your account credited with Rs. 35854 cashback from Flipkart
490,INR 1746 withdrawn from ATM at HDFC Bank on 12/09/2025
491,INR 132 withdrawn from ATM at HDFC Bank on 09/09/2025
492,Payment of Rs 3914 made to Uber on 25/09/2025 via GPay
493,Your account credited with Rs. 32856 cashback from Flipkart
494,POS 13/09/2025 Myntra Purchase - INR 2589. Avl Bal: Rs. 4045980
495,UPI payment of Rs 2778 to PAYTM successful on 21/09/2025
496,POS 06/09/2025 Dominos Pizza - INR 119. Bal: Rs. 4043083
497,Electricity Bill Payment of Rs 4511 successful via PhonePe
498,Your a/c XXXXX1234 credited with INR 14168 via NEFT on 20/09/2025
499,Rs. 2494 debited at Zomato on 05/09/2025. Bal: Rs. 4050246
500,Rs 4724 debited towards Rent Payment on 27/09/2025
501,Payment of Rs 3914 made to Uber on 25/09/2025 via GPay

